task_id,seed,m,estimate,workers,time
431,0x9747b43b,1024,278532.76754997316,16,17.762668132781982
456,0x9747b454,1024,298204.2977117134,16,13.954131126403809
455,0x9747b453,1024,292753.14898486517,16,14.25465178489685
453,0x9747b451,1024,284290.80335654796,16,18.056787729263306
454,0x9747b452,1024,275390.7491030993,16,18.15637445449829
461,0x9747b459,1024,301520.15534116497,16,14.35479187965393
459,0x9747b457,1024,284898.74368561443,16,18.128151178359985
457,0x9747b455,1024,287034.06438733055,16,18.228577613830566
466,0x9747b45e,1024,286506.01985375886,16,14.213520288467407
465,0x9747b45d,1024,290641.5738638556,16,14.368837594985962
460,0x9747b458,1024,307182.4972135754,16,17.973239183425903
439,0x9747b443,1024,288605.3113183416,16,18.1070294380188
464,0x9747b45c,1024,279896.45824052964,16,18.160078525543213
415,0x9747b42b,1024,289622.5170373275,16,18.02164053916931
468,0x9747b460,1024,288213.81831395056,16,13.95944356918335
471,0x9747b463,1024,272766.6181151508,16,13.988172769546509
467,0x9747b45f,1024,268330.64311343327,16,17.713825702667236
470,0x9747b462,1024,278849.79340617824,16,17.934494256973267
474,0x9747b466,1024,280133.73929190816,16,14.00162935256958
472,0x9747b464,1024,288106.805525395,16,18.061156749725342
477,0x9747b469,1024,280185.5046232218,16,14.179511308670044
478,0x9747b46a,1024,275678.99521256523,16,14.40165901184082
449,0x9747b44d,1024,287213.1498167195,16,18.303261041641235
475,0x9747b467,1024,283650.22025112656,16,17.93453073501587
481,0x9747b46d,1024,291595.8944719928,16,14.032737255096436
451,0x9747b44f,1024,290905.60256436886,16,18.124302864074707
480,0x9747b46c,1024,290387.7095640065,16,18.18582844734192
485,0x9747b471,1024,285532.796034082,16,14.36868143081665
458,0x9747b456,1024,304039.49615696195,16,17.814279556274414
483,0x9747b46f,1024,280409.43027017504,16,18.309027194976807
484,0x9747b470,1024,277286.8821568869,16,18.2178897857666
487,0x9747b473,1024,279120.9581022793,16,14.165633201599121
486,0x9747b472,1024,286579.603109501,16,18.060930490493774
462,0x9747b45a,1024,289054.0174087639,16,17.999229431152344
333,0x9747b3d9,1024,279876.8801090795,16,17.838303089141846
491,0x9747b477,1024,290379.72690809314,16,14.144771814346313
490,0x9747b476,1024,276680.1876224505,16,14.378519296646118
469,0x9747b461,1024,286467.0671222638,16,14.246578454971313
488,0x9747b474,1024,288113.8254760354,16,18.43681263923645
489,0x9747b475,1024,283135.0473171369,16,18.307047843933105
492,0x9747b478,1024,264671.040966995,16,18.095234870910645
496,0x9747b47c,1024,295941.4702021373,16,14.365665912628174
493,0x9747b479,1024,290159.73809866054,16,17.97003936767578
473,0x9747b465,1024,293302.7025734788,16,17.87848997116089
495,0x9747b47b,1024,281046.864651188,16,18.183900833129883
500,0x9747b480,1024,297355.4779712287,16,14.399317026138306
497,0x9747b47d,1024,287686.9648786634,16,17.99043083190918
498,0x9747b47e,1024,272867.0476934237,16,18.163175106048584
476,0x9747b468,1024,285272.15969098033,16,18.245807886123657
499,0x9747b47f,1024,278903.36806983454,16,17.835004568099976
505,0x9747b485,1024,293821.1925924338,16,14.174818754196167
504,0x9747b484,1024,284230.6841619357,16,14.429271459579468
479,0x9747b46b,1024,275042.4519931388,16,17.882484674453735
502,0x9747b482,1024,279432.6591181919,16,17.678693294525146
503,0x9747b483,1024,282477.8174857876,16,18.099392414093018
501,0x9747b481,1024,276177.38732648577,16,18.20511031150818
506,0x9747b486,1024,293207.0152603609,16,14.183206558227539
482,0x9747b46e,1024,301791.68573767564,16,17.901800870895386
508,0x9747b488,1024,281270.771729446,16,14.137979745864868
463,0x9747b45b,1024,283709.846467963,16,18.32405114173889
510,0x9747b48a,1024,294930.76091746025,16,18.140721321105957
514,0x9747b48e,1024,279792.22139849624,16,14.28333568572998
511,0x9747b48b,1024,278953.79564723046,16,17.908771514892578
513,0x9747b48d,1024,273596.69472331577,16,17.94513964653015
494,0x9747b47a,1024,281625.6213855165,16,14.147568464279175
522,0x9747b496,1024,283805.0514891287,16,14.35937237739563
515,0x9747b48f,1024,288603.85913860705,16,17.986993312835693
516,0x9747b490,1024,282755.74708032474,16,18.10949969291687
524,0x9747b498,1024,280700.2835672168,16,14.245614290237427
518,0x9747b492,1024,285178.50864309946,16,17.788054704666138
519,0x9747b493,1024,303495.10379554506,16,17.992158889770508
527,0x9747b49b,1024,294284.3366459673,16,14.348796367645264
523,0x9747b497,1024,282452.06101449905,16,18.140403985977173
525,0x9747b499,1024,291713.83963140566,16,18.20038151741028
528,0x9747b49c,1024,272293.27602061874,16,14.272273778915405
530,0x9747b49e,1024,278746.40810049715,16,18.033969163894653
531,0x9747b49f,1024,281262.7831701565,16,17.73188066482544
534,0x9747b4a2,1024,283017.9201208738,16,14.055797576904297
533,0x9747b4a1,1024,278077.37800052506,16,14.114343643188477
532,0x9747b4a0,1024,285010.2556685479,16,18.157344579696655
537,0x9747b4a5,1024,300508.4360323473,16,14.244274854660034
507,0x9747b487,1024,270987.75676562736,16,17.761748790740967
536,0x9747b4a4,1024,275479.2304656586,16,18.136523962020874
509,0x9747b489,1024,289015.95032195235,16,17.966484785079956
540,0x9747b4a8,1024,291749.34385394206,16,14.298190832138062
512,0x9747b48c,1024,278421.3733060862,16,17.865089654922485
538,0x9747b4a6,1024,290849.64052631723,16,17.929603099822998
543,0x9747b4ab,1024,283903.88122175116,16,14.16950798034668
539,0x9747b4a7,1024,291952.00678898126,16,18.037700414657593
542,0x9747b4aa,1024,272199.8147132422,16,17.929900646209717
521,0x9747b495,1024,286882.98859001114,16,14.294276475906372
541,0x9747b4a9,1024,283155.8429719108,16,18.16261053085327
517,0x9747b491,1024,281186.11607911036,16,18.46366047859192
520,0x9747b494,1024,291411.94671213505,16,17.959674835205078
545,0x9747b4ad,1024,285395.47850697255,16,14.352122068405151
544,0x9747b4ac,1024,289856.8095832612,16,18.0393283367157
526,0x9747b49a,1024,282852.96360301814,16,18.257269382476807
548,0x9747b4b0,1024,277190.8348910949,16,14.368869543075562
547,0x9747b4af,1024,301578.46610425046,16,18.059624195098877
551,0x9747b4b3,1024,282854.2259394335,16,14.462461233139038
549,0x9747b4b1,1024,285114.0565998226,16,18.321411848068237
529,0x9747b49d,1024,285401.8528757687,16,18.151177406311035
552,0x9747b4b4,1024,271206.87164700066,16,17.984957218170166
550,0x9747b4b2,1024,276126.17801317497,16,18.330464363098145
556,0x9747b4b8,1024,291293.8706355377,16,14.155835390090942
557,0x9747b4b9,1024,284668.20728479786,16,14.367393493652344
554,0x9747b4b6,1024,290365.8913441523,16,18.10628390312195
555,0x9747b4b7,1024,289306.557803945,16,18.1206111907959
559,0x9747b4bb,1024,280798.0322904384,16,18.0103702545166
558,0x9747b4ba,1024,284302.4910169507,16,18.2041072845459
563,0x9747b4bf,1024,273589.797484882,16,14.177754640579224
535,0x9747b4a3,1024,295266.8960695436,16,18.23688530921936
565,0x9747b4c1,1024,289595.68603410845,16,14.313839673995972
560,0x9747b4bc,1024,283522.72257856186,16,18.284953594207764
562,0x9747b4be,1024,280274.1197373842,16,18.22152805328369
568,0x9747b4c4,1024,291498.09974739276,16,14.265987873077393
566,0x9747b4c2,1024,296720.2286106101,16,18.14172863960266
564,0x9747b4c0,1024,296859.6517254231,16,18.55063509941101
567,0x9747b4c3,1024,277451.18984948425,16,17.847968339920044
573,0x9747b4c9,1024,295352.31585628755,16,14.153884649276733
571,0x9747b4c7,1024,283644.5331990536,16,14.284670114517212
546,0x9747b4ae,1024,272418.0846526568,16,14.343963384628296
570,0x9747b4c6,1024,291186.59229127376,16,18.127259016036987
569,0x9747b4c5,1024,300431.97028203396,16,18.315237045288086
572,0x9747b4c8,1024,282321.61359292595,16,17.87940502166748
575,0x9747b4cb,1024,280021.1105538787,16,17.941162109375
576,0x9747b4cc,1024,315859.7960137988,16,18.077394008636475
580,0x9747b4d0,1024,273741.9954423715,16,14.297648191452026
577,0x9747b4cd,1024,275644.08754853636,16,17.779510259628296
578,0x9747b4ce,1024,281791.4042058242,16,17.919057846069336
581,0x9747b4d1,1024,292045.4232083093,16,14.537078857421875
579,0x9747b4cf,1024,277158.9793621841,16,18.233333826065063
553,0x9747b4b5,1024,273098.3448584164,16,18.19334363937378
584,0x9747b4d4,1024,283705.78255654796,16,14.26256251335144
582,0x9747b4d2,1024,304513.727816526,16,18.276287078857422
583,0x9747b4d3,1024,277695.0966762385,16,18.170116424560547
587,0x9747b4d7,1024,294706.40136010165,16,14.357538938522339
590,0x9747b4da,1024,285006.359477336,16,14.541625261306763
589,0x9747b4d9,1024,283392.50102572044,16,14.651787996292114
585,0x9747b4d5,1024,284184.1412872715,16,18.086098432540894
561,0x9747b4bd,1024,304825.62253289024,16,17.966375827789307
588,0x9747b4d8,1024,277787.9872550045,16,18.02492594718933
594,0x9747b4de,1024,278368.73860594496,16,14.317120552062988
591,0x9747b4db,1024,289115.7263670167,16,18.30662250518799
597,0x9747b4e1,1024,280047.6382238601,16,14.643545150756836
596,0x9747b4e0,1024,285472.1954611272,16,18.077972412109375
593,0x9747b4dd,1024,278285.3104282651,16,18.190965175628662
600,0x9747b4e4,1024,265414.3542948837,16,14.440147876739502
599,0x9747b4e3,1024,284234.71213749785,16,17.75691056251526
602,0x9747b4e6,1024,299299.3597966431,16,18.16140627861023
604,0x9747b4e8,1024,293819.8781447574,16,14.116304397583008
574,0x9747b4ca,1024,288035.1587346639,16,18.025558710098267
603,0x9747b4e7,1024,280194.7203628433,16,17.937344789505005
605,0x9747b4e9,1024,277183.07640146685,16,18.309860944747925
611,0x9747b4ef,1024,287510.62710337294,16,14.486137390136719
610,0x9747b4ee,1024,271419.7388865546,16,18.441734790802002
612,0x9747b4f0,1024,270366.0661895251,16,14.51281189918518
586,0x9747b4d6,1024,283926.3162794287,16,17.793254137039185
613,0x9747b4f1,1024,268589.7275211341,16,18.219844102859497
617,0x9747b4f5,1024,302262.1259247924,16,17.985400438308716
616,0x9747b4f4,1024,289795.89694704366,16,17.9956476688385
620,0x9747b4f8,1024,281143.98195754737,16,14.211194038391113
592,0x9747b4dc,1024,279289.4286680547,16,18.167288064956665
618,0x9747b4f6,1024,264177.82212675526,16,18.518914222717285
619,0x9747b4f7,1024,288249.99633655464,16,17.97144913673401
595,0x9747b4df,1024,295169.86809061613,16,18.00166344642639
621,0x9747b4f9,1024,267436.07592378475,16,17.989612102508545
598,0x9747b4e2,1024,297022.14552905376,16,17.992767333984375
623,0x9747b4fb,1024,285543.39606108883,16,16.66449522972107
624,0x9747b4fc,1024,286077.29514863837,16,14.527469635009766
622,0x9747b4fa,1024,271288.59694673115,16,18.101000547409058
601,0x9747b4e5,1024,289621.35899977916,16,18.100261926651
606,0x9747b4ea,1024,299753.9181530784,16,14.6788911819458
625,0x9747b4fd,1024,287797.01143509574,16,17.887144088745117
626,0x9747b4fe,1024,284344.73528802564,16,18.066105127334595
627,0x9747b4ff,1024,268644.3737276126,16,18.216275215148926
630,0x9747b502,1024,293329.68867169134,16,14.156211376190186
629,0x9747b501,1024,297801.6838077026,16,18.134075164794922
608,0x9747b4ec,1024,274574.50722346467,16,18.212284803390503
615,0x9747b4f3,1024,274241.46518821776,16,14.241455793380737
632,0x9747b504,1024,293379.5472815973,16,18.193849802017212
636,0x9747b508,1024,289373.6065168082,16,14.203075647354126
637,0x9747b509,1024,288742.4997522826,16,14.18253469467163
633,0x9747b505,1024,286411.3499813504,16,18.080364227294922
634,0x9747b506,1024,296198.386912984,16,18.188570976257324
614,0x9747b4f2,1024,270513.3351549354,16,18.35072112083435
639,0x9747b50b,1024,294395.4963322449,16,14.469114065170288
638,0x9747b50a,1024,273300.332887403,16,17.989717483520508
641,0x9747b50d,1024,286546.1232241809,16,17.716115951538086
640,0x9747b50c,1024,286187.2506395625,16,18.12791681289673
643,0x9747b50f,1024,270213.40456545027,16,14.209020614624023
642,0x9747b50e,1024,282798.3909601431,16,17.852379083633423
644,0x9747b510,1024,295704.4229170249,16,17.966174602508545
645,0x9747b511,1024,272960.1214217369,16,18.281506061553955
648,0x9747b514,1024,272313.5859110467,16,14.323087453842163
607,0x9747b4eb,1024,268890.89931783004,16,14.510033130645752
646,0x9747b512,1024,295637.5252840834,16,17.832905530929565
647,0x9747b513,1024,279714.13173710677,16,18.33795666694641
651,0x9747b517,1024,280860.34841570444,16,14.071372509002686
649,0x9747b515,1024,299620.82779688964,16,14.512306690216064
654,0x9747b51a,1024,276773.3672594407,16,14.313349485397339
650,0x9747b516,1024,276343.3705004326,16,18.34097671508789
628,0x9747b500,1024,288980.10683145287,16,18.040801286697388
609,0x9747b4ed,1024,286284.41038952,16,18.076070308685303
659,0x9747b51f,1024,284063.85297706013,16,13.999798059463501
652,0x9747b518,1024,281697.920773935,16,18.20456290245056
656,0x9747b51c,1024,308692.40801316296,16,18.319191694259644
657,0x9747b51d,1024,270536.7292360896,16,18.34672260284424
631,0x9747b503,1024,281011.74939468544,16,18.430646896362305
658,0x9747b51e,1024,267737.5826414316,16,18.001508712768555
662,0x9747b522,1024,295936.9101426314,16,14.221165418624878
661,0x9747b521,1024,294080.5525309788,16,14.297115802764893
635,0x9747b507,1024,299412.24772714794,16,17.907095193862915
660,0x9747b520,1024,284177.6682947731,16,18.070667028427124
666,0x9747b526,1024,291776.42095962487,16,14.401842594146729
667,0x9747b527,1024,290340.9906511386,16,14.459592342376709
663,0x9747b523,1024,272001.64410069364,16,17.91723346710205
664,0x9747b524,1024,302663.3701371445,16,18.31326127052307
669,0x9747b529,1024,272464.3668766605,16,14.38225793838501
668,0x9747b528,1024,289098.0548708537,16,17.582948207855225
665,0x9747b525,1024,297255.0651111743,16,17.76155138015747
675,0x9747b52f,1024,283837.0040772037,16,14.357932806015015
672,0x9747b52c,1024,284088.70726869133,16,18.0185444355011
670,0x9747b52a,1024,293207.2322909198,16,18.031139612197876
673,0x9747b52d,1024,289542.60771906364,16,18.00840139389038
674,0x9747b52e,1024,282235.72102276294,16,18.33963704109192
679,0x9747b533,1024,293608.3101501607,16,14.343753099441528
680,0x9747b534,1024,276550.0804111026,16,14.36669373512268
677,0x9747b531,1024,308907.37774031085,16,17.73165798187256
684,0x9747b538,1024,289374.18784717284,16,14.201609373092651
683,0x9747b537,1024,288683.7770287734,16,14.373162746429443
678,0x9747b532,1024,291678.9883699364,16,18.00593137741089
682,0x9747b536,1024,285379.6337795137,16,18.148221492767334
685,0x9747b539,1024,280989.050020288,16,14.10704493522644
653,0x9747b519,1024,289599.1132442526,16,18.34447956085205
655,0x9747b51b,1024,295075.1018888322,16,18.35968017578125
686,0x9747b53a,1024,288421.0472843421,16,17.913508892059326
687,0x9747b53b,1024,295427.42921644356,16,17.99953007698059
688,0x9747b53c,1024,272644.023329545,16,18.28169322013855
690,0x9747b53e,1024,288347.3550620116,16,14.22128176689148
694,0x9747b542,1024,285677.86857223086,16,14.363962411880493
695,0x9747b543,1024,297288.7516434373,16,14.338763952255249
692,0x9747b540,1024,281530.23449594463,16,17.88286066055298
691,0x9747b53f,1024,284522.2166562924,16,18.31727957725525
699,0x9747b547,1024,303497.1965604562,16,14.416674852371216
698,0x9747b546,1024,297925.76804019645,16,14.509819507598877
693,0x9747b541,1024,288059.3512531447,16,17.500232934951782
696,0x9747b544,1024,296836.62860169145,16,18.018183708190918
702,0x9747b54a,1024,291012.4334096897,16,14.108788013458252
671,0x9747b52b,1024,281536.6499731684,16,18.24543285369873
704,0x9747b54c,1024,298179.18486851506,16,18.0823392868042
708,0x9747b550,1024,285914.9966549331,16,14.248183727264404
676,0x9747b530,1024,286421.49758586986,16,18.014265298843384
707,0x9747b54f,1024,278580.5632193711,16,18.32344365119934
706,0x9747b54e,1024,290719.5372967765,16,18.346269607543945
681,0x9747b535,1024,274842.07683943823,16,18.045048713684082
710,0x9747b552,1024,282310.8993128394,16,14.54699158668518
709,0x9747b551,1024,288112.2538154719,16,14.48958706855774
713,0x9747b555,1024,296451.9784074944,16,14.292392253875732
714,0x9747b556,1024,294281.3305405726,16,14.487984657287598
689,0x9747b53d,1024,274387.7130802197,16,18.191478729248047
716,0x9747b558,1024,284263.0131566249,16,14.294561624526978
711,0x9747b553,1024,294392.3238645281,16,18.197517156600952
712,0x9747b554,1024,280252.6051008081,16,18.301422119140625
717,0x9747b559,1024,288656.0219242274,16,18.10847568511963
720,0x9747b55c,1024,300092.50437151385,16,14.435276746749878
718,0x9747b55a,1024,291367.2551258758,16,17.722556352615356
719,0x9747b55b,1024,278944.75956986204,16,18.358308792114258
727,0x9747b563,1024,278962.1938305186,16,14.167327642440796
726,0x9747b562,1024,290799.2504013462,16,14.18670129776001
697,0x9747b545,1024,283781.4920167822,16,18.02151107788086
730,0x9747b566,1024,286190.97241655656,16,14.339695692062378
725,0x9747b561,1024,285389.82406326453,16,14.477012872695923
723,0x9747b55f,1024,286062.3171541514,16,17.85948634147644
721,0x9747b55d,1024,295751.945518609,16,18.317856311798096
732,0x9747b568,1024,294654.77570397075,16,14.470040321350098
731,0x9747b567,1024,284488.29630907363,16,14.318515539169312
724,0x9747b560,1024,272216.8369183191,16,18.420108556747437
701,0x9747b549,1024,277395.41557228693,16,18.200071811676025
703,0x9747b54b,1024,279610.94345780666,16,18.277575254440308
733,0x9747b569,1024,278128.5325320873,16,14.420459270477295
705,0x9747b54d,1024,285303.5958653427,16,17.996851682662964
734,0x9747b56a,1024,288588.7271127571,16,17.588149070739746
739,0x9747b56f,1024,277584.7603532579,16,14.328269720077515
735,0x9747b56b,1024,275027.4137224313,16,18.19735550880432
738,0x9747b56e,1024,281345.4867254634,16,18.085882425308228
737,0x9747b56d,1024,277486.56282162754,16,18.190900325775146
744,0x9747b574,1024,283297.64852308406,16,14.280437231063843
741,0x9747b571,1024,283476.6648347971,16,14.243213891983032
745,0x9747b575,1024,300914.7781171686,16,14.357258558273315
740,0x9747b570,1024,289938.49071162153,16,17.703030347824097
747,0x9747b577,1024,289410.18203117995,16,14.127835988998413
748,0x9747b578,1024,276463.4303282681,16,14.146605491638184
742,0x9747b572,1024,294835.4898177859,16,18.01215624809265
715,0x9747b557,1024,267089.8574537216,16,18.33775568008423
751,0x9747b57b,1024,289065.0914358071,16,14.273407936096191
746,0x9747b576,1024,293529.44236573146,16,18.263501167297363
749,0x9747b579,1024,297995.69493877905,16,18.57952070236206
750,0x9747b57a,1024,283673.884897565,16,18.237452030181885
753,0x9747b57d,1024,308229.28903539665,16,18.36081051826477
752,0x9747b57c,1024,293455.7257191817,16,18.441672325134277
756,0x9747b580,1024,279771.6945601331,16,14.444808959960938
729,0x9747b565,1024,287233.5595434739,16,14.034240007400513
755,0x9747b57f,1024,270130.8519746061,16,17.949054718017578
754,0x9747b57e,1024,287073.2755011462,16,18.322563648223877
722,0x9747b55e,1024,284236.57320254366,16,18.112000942230225
700,0x9747b548,1024,277028.3852436994,16,18.05944848060608
757,0x9747b581,1024,283403.24687291624,16,17.932766437530518
763,0x9747b587,1024,291480.9937547922,16,14.039579391479492
761,0x9747b585,1024,298196.80550472485,16,14.262140035629272
765,0x9747b589,1024,275935.56149725174,16,14.476740837097168
758,0x9747b582,1024,296083.2614191839,16,18.099324941635132
759,0x9747b583,1024,300493.0913289436,16,18.47044563293457
767,0x9747b58b,1024,291726.56859338406,16,14.346828699111938
760,0x9747b584,1024,285577.5684952447,16,18.111999034881592
736,0x9747b56c,1024,276642.41168921784,16,18.193862199783325
768,0x9747b58c,1024,290385.900123607,16,17.96004366874695
766,0x9747b58a,1024,292699.5829147438,16,18.143482446670532
774,0x9747b592,1024,294383.6819705791,16,14.364452362060547
775,0x9747b593,1024,281386.05720896623,16,14.768328189849854
743,0x9747b573,1024,282875.8893844326,16,14.395334959030151
769,0x9747b58d,1024,277534.0729995105,16,17.92998433113098
770,0x9747b58e,1024,274827.6563281337,16,17.928532123565674
778,0x9747b596,1024,288667.90692403354,16,17.696142435073853
776,0x9747b594,1024,294951.9528357548,16,17.93130111694336
781,0x9747b599,1024,292952.0096253878,16,14.088444709777832
785,0x9747b59d,1024,297177.6261988082,16,14.318844318389893
782,0x9747b59a,1024,282983.54884430324,16,14.421854257583618
786,0x9747b59e,1024,290748.8777337259,16,14.390233039855957
779,0x9747b597,1024,283470.5790277892,16,17.99485754966736
790,0x9747b5a2,1024,276132.9149956687,16,14.090081214904785
728,0x9747b564,1024,290569.3004148867,16,14.26961898803711
784,0x9747b59c,1024,303343.68747515365,16,18.218950986862183
791,0x9747b5a3,1024,295270.8577500287,16,18.081506729125977
792,0x9747b5a4,1024,279156.7704449239,16,18.184226274490356
762,0x9747b586,1024,276825.6874804666,16,14.306244850158691
764,0x9747b588,1024,285355.1826367743,16,14.27015733718872
799,0x9747b5ab,1024,290973.1007035006,16,14.21883749961853
795,0x9747b5a7,1024,287772.5493697366,16,14.315945148468018
798,0x9747b5aa,1024,273256.94716902456,16,14.34789490699768
794,0x9747b5a6,1024,271697.8585463056,16,17.809447050094604
793,0x9747b5a5,1024,276478.67429666093,16,18.50433373451233
796,0x9747b5a8,1024,285227.79100212804,16,18.08879780769348
805,0x9747b5b1,1024,294552.8927926195,16,14.218497276306152
806,0x9747b5b2,1024,286008.7191147328,16,14.248681783676147
803,0x9747b5af,1024,295435.5609870531,16,14.353635311126709
802,0x9747b5ae,1024,289844.40232240304,16,14.362906694412231
800,0x9747b5ac,1024,294572.38751060737,16,17.780304431915283
801,0x9747b5ad,1024,291366.5050244466,16,18.178698301315308
807,0x9747b5b3,1024,288687.36678049073,16,14.436015129089355
804,0x9747b5b0,1024,274314.81896828813,16,18.415977954864502
773,0x9747b591,1024,271534.23150336643,16,18.254900455474854
777,0x9747b595,1024,290862.7747193801,16,17.816574335098267
811,0x9747b5b7,1024,282305.5173286725,16,14.33316159248352
817,0x9747b5bd,1024,278532.32688714605,16,14.370839834213257
809,0x9747b5b5,1024,289625.59415340924,16,18.201672554016113
816,0x9747b5bc,1024,289961.8366327275,16,14.471998453140259
810,0x9747b5b6,1024,279176.9120090291,16,18.27168917655945
788,0x9747b5a0,1024,289577.744127706,16,14.309683084487915
814,0x9747b5ba,1024,271254.2291726739,16,18.095436334609985
813,0x9747b5b9,1024,271034.85234522726,16,18.191258192062378
783,0x9747b59b,1024,280127.44949779415,16,17.67845392227173
780,0x9747b598,1024,286416.9414291528,16,18.058997869491577
819,0x9747b5bf,1024,272625.3527875964,16,14.285462141036987
818,0x9747b5be,1024,276180.3719134244,16,18.49866557121277
821,0x9747b5c1,1024,288162.2934210596,16,15.287653684616089
822,0x9747b5c2,1024,296377.39652494993,16,14.366461753845215
820,0x9747b5c0,1024,288316.0577616232,16,17.928059101104736
823,0x9747b5c3,1024,296103.6232593127,16,18.14793300628662
826,0x9747b5c6,1024,287628.5270793171,16,18.115800380706787
825,0x9747b5c5,1024,297691.7966033874,16,18.489240407943726
828,0x9747b5c8,1024,278829.69901349366,16,14.540205478668213
797,0x9747b5a9,1024,286883.24830193433,16,17.926053762435913
830,0x9747b5ca,1024,290767.1251375988,16,14.362614631652832
829,0x9747b5c9,1024,288342.78990234586,16,18.230234384536743
808,0x9747b5b4,1024,292670.631329257,16,14.203538656234741
833,0x9747b5cd,1024,291095.3287612757,16,14.356722831726074
832,0x9747b5cc,1024,282999.21706718556,16,18.44629716873169
831,0x9747b5cb,1024,278353.8753603976,16,18.47025156021118
839,0x9747b5d3,1024,284589.26378088596,16,14.288066387176514
835,0x9747b5cf,1024,301971.0187613656,16,18.238579750061035
837,0x9747b5d1,1024,264061.460398044,16,18.319247722625732
834,0x9747b5ce,1024,295545.1322077631,16,18.538208723068237
815,0x9747b5bb,1024,268323.7361911354,16,14.245399951934814
840,0x9747b5d4,1024,274093.35799303267,16,18.285242080688477
838,0x9747b5d2,1024,285945.33618859254,16,18.348063468933105
789,0x9747b5a1,1024,277817.1622625094,16,14.54140329360962
841,0x9747b5d5,1024,279697.6401936891,16,18.05715274810791
844,0x9747b5d8,1024,280977.09134220355,16,16.578431129455566
845,0x9747b5d9,1024,276743.6860208492,16,16.67847228050232
812,0x9747b5b8,1024,292279.98081704736,16,18.30192756652832
842,0x9747b5d6,1024,290151.2897773674,16,18.062190771102905
851,0x9747b5df,1024,275944.7400621087,16,16.25636339187622
847,0x9747b5db,1024,288555.72206810606,16,19.442033767700195
850,0x9747b5de,1024,276282.7293221334,16,16.199711799621582
854,0x9747b5e2,1024,271299.3502752569,16,16.73878240585327
852,0x9747b5e0,1024,296437.3363265464,16,16.851757764816284
824,0x9747b5c4,1024,281244.0118408506,16,14.391326189041138
849,0x9747b5dd,1024,263330.1588300929,16,18.43025851249695
855,0x9747b5e3,1024,288910.1322320256,16,14.544203758239746
853,0x9747b5e1,1024,292830.4094968129,16,18.080844163894653
827,0x9747b5c7,1024,269352.5878288432,16,20.108946323394775
859,0x9747b5e7,1024,277628.9111141239,16,16.10992407798767
856,0x9747b5e4,1024,273086.48358197947,16,20.387763023376465
857,0x9747b5e5,1024,297131.0930641155,16,20.384262084960938
863,0x9747b5eb,1024,267606.8101450446,16,16.126880884170532
860,0x9747b5e8,1024,280325.09385482874,16,17.86678647994995
861,0x9747b5e9,1024,267569.74275364284,16,18.06010389328003
858,0x9747b5e6,1024,282327.44894219894,16,18.609793186187744
864,0x9747b5ec,1024,268711.77856216684,16,18.512566328048706
865,0x9747b5ed,1024,288374.0142815254,16,17.977156400680542
862,0x9747b5ea,1024,282754.0819593008,16,18.830451726913452
772,0x9747b590,1024,295634.90516822616,16,17.92721152305603
771,0x9747b58f,1024,289821.8174720432,16,18.977635383605957
868,0x9747b5f0,1024,286161.5626806776,16,17.15756630897522
836,0x9747b5d0,1024,281070.59547070385,16,18.315027475357056
867,0x9747b5ef,1024,294586.8459340288,16,18.241477489471436
866,0x9747b5ee,1024,292222.8420686531,16,18.29563331604004
875,0x9747b5f7,1024,284898.3210692335,16,14.295961380004883
787,0x9747b59f,1024,279060.21001479763,16,14.944964408874512
876,0x9747b5f8,1024,282254.4238518594,16,17.28195810317993
846,0x9747b5da,1024,284406.08325383876,16,17.993367195129395
870,0x9747b5f2,1024,278233.5363540651,16,20.836925983428955
880,0x9747b5fc,1024,271248.7961460905,16,15.777162551879883
881,0x9747b5fd,1024,290400.5891741587,16,14.295895338058472
878,0x9747b5fa,1024,283104.99767934665,16,19.78588557243347
848,0x9747b5dc,1024,275057.8261475687,16,18.458381414413452
879,0x9747b5fb,1024,289229.29748223367,16,23.23826551437378
889,0x9747b605,1024,289751.01081062265,16,15.472180604934692
884,0x9747b600,1024,278655.8128006722,16,18.96761679649353
886,0x9747b602,1024,298592.75200866425,16,19.133180618286133
883,0x9747b5ff,1024,292409.4341739699,16,22.74307155609131
887,0x9747b603,1024,283056.3449590371,16,19.174081325531006
896,0x9747b60c,1024,287205.65309435636,16,16.758976459503174
897,0x9747b60d,1024,295515.5323222167,16,16.67862629890442
894,0x9747b60a,1024,287320.48955543176,16,17.704747915267944
893,0x9747b609,1024,296013.9525624128,16,18.704153776168823
892,0x9747b608,1024,277028.9664660515,16,18.78143072128296
869,0x9747b5f1,1024,272028.0225432038,16,16.65136218070984
871,0x9747b5f3,1024,272448.06324683834,16,14.881781339645386
900,0x9747b610,1024,270014.5716160168,16,14.951848030090332
873,0x9747b5f5,1024,268610.6726056644,16,15.045634746551514
874,0x9747b5f6,1024,293962.0496197456,16,14.567671060562134
843,0x9747b5d7,1024,287720.920885188,16,16.458755016326904
904,0x9747b614,1024,289169.33432737016,16,18.076931715011597
901,0x9747b611,1024,281620.71598498954,16,18.410563468933105
906,0x9747b616,1024,270375.2470591006,16,14.262519359588623
877,0x9747b5f9,1024,287765.4415150332,16,18.369596242904663
905,0x9747b615,1024,278117.0113583482,16,19.20167374610901
909,0x9747b619,1024,282672.66631678096,16,18.13043236732483
908,0x9747b618,1024,299383.96119423205,16,18.114980936050415
